English,inuktitut
I hope that you can do that today.," , ᑕᐃᒪᐃᒍᓐᓇᑐᑦᓴᐅᔪᑦ , ᐅᓪᓗᒥ."
I hope that you do that.," , ᑕᐃᒪᐃᖁᓇᕋᓗᐊᖅᐳᖅ."
I hope that you get well soon.," , ᒫᓐᓇᑦᑎᐊᖅ , ᖃᓄᐃᙱᑦᑎᐊᖁᕙᒋᑦ."
I hope that you had a great time in Australia.," , ᐊᓕᐊᓇᐃᒍᓱᑦᑎᐊᓚᐅᖅᐳᑎᑦ , ᐋᔅᑐᕋᐃᓕᐊᒥ."
I hope that you have a good time in Australia.," , ᖁᕕᐊᓱᖁᓇᕋᓗᐊᖅᐳᖅ , ᐋᔅᑐᕋᐃᓕᐊᒥ."
I hope that you have a good time in Boston.," , ᖁᕕᐊᓱᖁᓇᕋᓗᐊᖅᐳᖅ , ᐹᔅᑕᓐᒥ."
I hope that you have a good time in Europe.," , ᖁᕕᐊᓱᖁᓇᕋᓗᐊᖅᐳᖅ , ᑕᕆᐅᑉ , ᐊᑭᐊᓂ."
I hope that you will get well soon.," , ᒫᓐᓇᑦᑎᐊᓵᒃᑯᑦ , ᖃᓄᐃᖁᓇᓐᖏᒃᑲᓗᐊᖅᐳᖅ."
I hope that you will like it.," , ᓂᕆᐅᑉᐳᖓ , ᐱᐅᒋᓂᐊᕋᕕᐅᒃ."
I hope that you'll be my friends.," , ᐱᖃᓐᓂᕆᓂᐊᖅᑕᔅᓴᕆᒐᓗᐊᖅᐸᒋᑦ."
I hope that you'll come back.," , ᐅᑎᖁᓇᕋᓗᐊᖅᐳᖅ."
I hope that you'll come tomorrow.," , ᖃᐅᒃᐸᖅᑲᐃ , ᖃᐃᓛᖅᑐᔅᓴᐅᒐᓗᐊᖅᑯᓯ."
I hope that you'll give Tom a chance.," , ᑕᐃᒪᑐᖅ , ᑖᒻ , ᐱᕕᖃᖅᑎᓐᓂᐊᖅᐸᐃᑦ."
I hope that you'll help me.," , ᐃᑲᔪᖁᓇᕋᓗᐊᖅᐳᖅ , ᐅᕙᓐᓂᒃ."
I hope that you're kidding.," , ᐅᖃᙳᐊᖅᑐᒃᓴᐅᒐᓗᐊᖅᐳᑎᑦ."
I hope that you're not afraid.," , ᑲᑉᐱᐊᓱᖁᓇᙱᒃᑲᓗᐊᖅᑐᑎᑦ."
I hope that your brother is better.," , ᐊᓂᐃᑦ , ᐱᐅᓂᕐᓴᐅᖁᓇᕋᓗᐊᖅᐳᖅ."
I hope that your dreams come true.," , ᓯᓐᓇᑦᑑᒪᒋᔭᓯ , ᓱᓕᖁᓇᖅᐳᑦ."
I hope that's a joke.," , ᑕᒪᓐᓇ , ᒥᑕᐅᑎᒃᓴᕆᒐᓗᐊᖅᐸᕋ."
I hope that's not the case.," , ᑕᐃᒪᐃᖁᓇᙱᒃᑲᓗᐊᖅᐳᖅ."
I hope the bus comes soon.," , ᑕᐃᓐᓇ , ᐹᓯ , ᑎᑭᓵᓕᖁᓇᕋᓗᐊᖅᐳᖅ."
I hope the meeting went well.," , ᑲᑎᒪᓂᕗᑦ , ᑲᔪᓯᑦᑎᐊᑐᔅᓴᐅᕗᖅ."
I hope the police catch the guy who did this.," , ᐸᓕᓯᒃᑯᑦ , ᐊᖑᖁᓇᖅᐳᑦ , ᑕᒪᑐᒥᖓ , ᐱᓕᕆᐊᖃᓚᐅᖅᑐᒥᒃ."
I hope the weather will be dry.," , ᓯᓚ , ᐸᓂᖁᓇᕋᓗᐊᖅᐳᖅ."
I hope the work is finished.," , ᑕᒪᓐᓇ , ᐱᓕᕆᐊᖑᔪᖅ , ᐱᔭᕇᖅᑐᒃᓴᐅᕗᖅ."
I hope they catch the kidnapper.," , ᑕᐃᒃᑯᐊ , ᓱᕈᓯᑯᓗᓐᓂᒃ , ᐱᑦᑕᖅᑯᑦ."
I hope they catch the shooter.," , ᖁᑭᕆᐊᖅᑐᔅᓴᐅᒐᓗᐊᖅᐳᑦ."
I hope they choose us.," , ᐅᕙᑦᑎᓐᓂᒃ , ᓂᕈᐊᖁᓇᖅᐳᑦ."
I hope they don't see us.," , ᑕᑯᖁᓇᙱᒃᑲᓗᐊᖅᐳᑦ , ᐅᕙᑦᑎᓐᓂᒃ."
I hope they find a solution soon.," , ᐋᖅᑭᒍᑎᒃᓴᒥᒃ , ᓇᓂᓯᓵᓕᖁᓇᕋᓗᐊᖅᐳᑦ."
I hope they found a cure.," , ᓇᓂᓯᔪᒃᓴᐅᒐᓗᐊᖅᐳᑦ , ᐋᖅᑭᒍᑎᒥᒃ."
I hope they'll listen to me.," , ᑐᓵᓂᐊᖅᑐᔅᓴᐅᒐᓗᐊᖅᐳᑦ , ᐅᕙᓐᓄᑦ."
I hope they're OK.," , ᖃᓄᐃᖁᓇᙱᒃᑲᓗᐊᖅᐳᑦ."
I hope this advice is helpful.," , ᑕᒪᓐᓇ , ᐅᖃᐅᔾᔨᒋᐊᕐᓂᐅᔪᖅ , ᐃᑲᔫᑎᖃᖁᓇᖅᐳᖅ."
I hope this data will be useful to you.," , ᑕᐃᒪᑐᖅ , ᑖᒃᑯᐊ , ᑎᑎᕋᖅᓯᒪᔪᑦ , ᐃᓕᖕᓄᑦ , ᐊᑑᑎᖃᕐᓂᐊᖅᐳᑦ."
I hope this doesn't ruin our friendship.," , ᑕᒪᓐᓇ , ᓱᕋᐃᔪᒃᓴᐅᖏᒃᑲᓗᐊᖅᐳᖅ , ᐱᖃᓐᓇᕆᔭᑦᑎᓐᓂᒃ."
I hope this isn't true.," , ᑕᒪᓐᓇ , ᓱᓕᔪᒃᓴᐅᖏᒃᑲᓗᐊᖅᐳᖅ."
I hope this plan works.," , ᑖᓐᓇ , ᐸᕐᓇᐅᑦ , ᐃᖏᕐᕋᑦᑎᐊᖅᑐᒃᓴᐅᕗᖅ."
I hope this works.," , ᑕᒪᓐᓇ , ᑲᔪᓯᓂᖃᑦᑎᐊᖅᑐᒃᓴᐅᕗᖅ."
I hope to be home by 2:30.," , ᐊᖏᕐᕋᖅᓯᒪᔪᒪᒐᓗᐊᖅᑐᖓ , 2:30-ᒥ."
I hope to become a singer.," , ᐃᙱᖅᑎᙳᕈᒪᒐᓗᐊᖅᐳᖓ."
I hope to become a surgeon.," , ᐱᓚᑦᑐᐃᔨᕈᕈᒪᒐᓗᐊᖅᑯᖓ."
I hope to build a new house next year.," , ᓄᑖᒥᒃ , ᐃᒡᓗᓕᐅᓛᕈᒪᔪᖓ , ᐊᕐᕌᒍ."
I hope to live in Boston someday.," , ᐹᔅᑕᓐᒥᐅᑕᐅᓛᕈᒪᔪᖓ , ᖃᖓᑭᐊᖅ."
I hope to return soon.," , ᐅᑎᖅᓵᓕᓛᕈᒪᕗᖓ."
I hope to see you again in October.," , ᑕᑯᒃᑲᓐᓂᓛᕈᒪᕙᒋᑦ , ᐅᑐᐱᕆᒥ."
I hope to see you again sometime.," , ᑕᑯᒃᑲᓐᓂᓛᕈᒪᕙᒋᑦ."
I hope to see you again.," , ᑕᑯᒃᑲᓐᓂᓛᖁᕙᒋᑦ."
I hope to see you next time.," , ᑕᑯᓛᕈᒪᕙᒋᑦ , ᑭᖑᓪᓕᕐᒥ."
I hope to see you soon.," , ᑕᑯᓵᓕᓛᖅᑕᔅᓴᕆᕙᒋᑦ."
I hope to see you the next time you are in Tokyo.," , ᑕᑯᓛᕈᒪᕙᒋᑦ , ᑭᖑᓪᓕᕐᒥ , ᑐᑲᐃᔪᒦᓕᕈᔅᓯ."
I hope to see you there as well.," , ᑕᑯᔪᒪᒐᓗᐊᕆᕙᒋᑦ , ᑕᐃᑲᓂ."
I hope to see you tomorrow.," , ᖃᐅᑉᐸᑦ , ᑕᑯᓛᖅᑕᔅᓴᕆᕙᒋᑦ."
I hope to see you.," , ᑕᑯᔪᒪᒐᓗᐊᖅᐸᒋᑦ."
I hope to succeed.," , ᑲᔪᓯᑦᑎᐊᖁᓇᕋᓗᐊᖅᐳᖅ."
I hope war doesn't break out.," , ᐅᑦᔨᕈᓱᖁᓇᓐᖏᒃᑲᓗᐊᖅᐳᖅ."
I hope we can fix that.," , ᑕᒪᓐᓇ , ᐋᖅᑭᒋᐊᕈᓐᓇᖅᑕᔅᓴᕆᒐᓗᐊᖅᑲᕗᑦ."
I hope we can get that fixed soon.," , ᑕᒪᓐᓇ , ᐋᖅᑭᑦᑕᐅᓴᕋᐃᖁᓇᖅᐳᖅ."
I hope we can make friends in Australia.," , ᐱᖃᓐᖏᑦᑐᒍᑦ , ᐋᔅᑐᕋᐃᓕᐊᒥ."
I hope we don't lose.," , ᔭᒐᐃᓂᐊᖅᑐᔅᓴᐅᖏᒃᑲᓗᐊᖅᑯᒍᑦ."
I hope we find Tom.," , ᓇᓂᔭᒃᓴᕆᒐᓗᐊᖅᐸᕋ , ᑖᒻ."
I hope we get there soon.," , ᑕᐅᕗᙵᖅᓵᓕᓛᖅᑐᒃᓴᐅᒐᓗᐊᖅᑯᒍᑦ."
I hope we have better weather tomorrow.," , ᖃᐅᑉᐸᑦ , ᓯᓚᑦᑎᐊᕙᐅᓂᖅᓴᕐᖑᓛᖅᑐᔅᓴᐅᒐᓗᐊᖅᑯ."
I hope we keep winning.," , ᓵᓚᒃᓴᐃᓐᓇᖅᑐᒃᓴᐅᒐᓗᐊᖅᑯᒍᑦ."
I hope we stay in touch.," , ᑐᓴᐅᒪᖃᑎᒌᖏᓐᓇᕐᓂᐊᖅᐳᒍᑦ."
I hope we survive.," , ᐃᓅᔪᓐᓇᖁᓇᕋᓗᐊᖅᑯᒍᑦ."
I hope we win.," , ᓵᓚᒃᓴᖅᑐᒃᓴᐅᒐᓗᐊᖅᑯᒍᑦ."
I hope we'll be able to keep in touch.," , ᑐᓴᐅᒪᖃᑎᒌᖏᓐᓇᖁᓇᕋᓗᐊᖅᐳᒍᑦ."
I hope we'll be home for Christmas.," , ᐊᖏᕐᕋᖅᓯᒪᓛᖅᑐᔅᓴᐅᒐᓗᐊᖅᑯᒍᑦ , ᖁᕕᐊᓱᕝᕕᒻᒥ."
I hope we'll meet again.," , ᑲᑎᒪᒃᑲᓐᓂᓛᖅᑐᒃᓴᐅᕗᒍᑦ."
I hope you agree to do that.," , ᐊᖏᖅᑕᔅᓴᕆᒐᓗᐊᖅᐸᒋᑦ."
I hope you agree.," , ᐊᖏᖅᑐᔅᓴᐅᒐᓗᐊᖅᑯᓯ."
I hope you and Tom won't be too disappointed.," , ᐊᐃᑦᑖᕈᓱᓗᐊᖁᓇᙱᒃᑲᓗᐊᖅᐳᓯ."
I hope you are all well.," , ᖃᓄᐃᙱᑦᑎᐊᖁᕙᔅᓯ."
I hope you are hungry.," , ᑳᒃᑐᒃᓴᕆᒐᓗᐊᖅᐸᒋᑦ."
I hope you aren't getting bored.," , ᐃᕿᐊᙳᔾᔮᔪᒃᓴᐅᖏᒃᑲᓗᐊᖅᐳᑎᑦ."
I hope you brought coffee.," , ᑳᐱᑐᖅᑐᔅᓴᐅᒐᓗᐊᖅᑯᑎᑦ."
I hope you can do something to help me out.," , ᖃᓄᑐᖅ , ᐃᑲᔪᕈᓐᓇᕐᓂᐊᖅᐳᑎᑦ , ᐅᕙᓐᓄᑦ."
I hope you can help me with this.," , ᐃᑲᔪᕈᓐᓇᖅᑐᒃᓴᐅᒐᓗᐊᖅᐳᓯ , ᑕᒪᑐᒧᖓ."
I hope you change your mind.," , ᐃᓱᒪᐃᑦ , ᐊᓯᔾᔨᖅᑕᔅᓴᐅᒐᓗᐊᖅᐳᖅ."
I hope you come back soon.," , ᐅᑎᖅᓵᓕᓛᖅᐳᑎᑦ."
I hope you didn't kiss Tom.," , ᑯᓂᖅᑲᐅᖏᒃᑲᓗᐊᖅᑐᑎᑦ , ᑖᒻ."
I hope you didn't put sugar in my coffee.," , ᓱᑲᖃᓚᐅᖅᑐᒃᓴᐅᖏᒃᑲᓗᐊᖅᐳᑎᑦ , ᑳᐱᒧᑦ."
I hope you didn't suffer.," , ᐊᒃᓱᕈᓚᐅᖅᑐᒃᓴᐅᖏᒃᑲᓗᐊᖅᐳᑎᑦ."
I hope you don't drink too much.," , ᐃᒥᓗᐊᖁᓇᙱᒃᑲᓗᐊᖅᐳᓯ."
I hope you don't ever sing that song again.," , ᐃᓐᖏᒃᑲᓐᓂᖁᓇᓐᖏᒃᑲᓗᐊᖅᑐᑎᑦ."
I hope you don't have to do that.," , ᑕᐃᒪᐃᒋᐊᑐᔪᒃᓴᐅᖏᒃᑲᓗᐊᖅᐳᓯ."
I hope you don't mind my request.," , ᖃᓄᐃᑦᓴᖁᓇᙱᒃᑲᓗᐊᖅᑐᑎᑦ , ᑐᒃᓯᕋᐅᑎᒐ."
I hope you don't say something stupid.," , ᐅᖃᖃᑦᑕᖁᓇᓐᖏᒃᑲᓗᐊᖅᑐᑎᑦ."
I hope you found everything you need.," , ᓇᓂᓯᔪᒃᓴᐅᒐᓗᐊᖅᐳᓯ , ᐱᔭᕆᐊᖃᖅᑕᓕᒫᔅᓯᓐᓂᒃ."
I hope you found everything.," , ᓇᓂᔭᐃᓐᓇᕆᔭᒃᓴᕆᒐᓗᐊᖅᐸᓯ."
I hope you get better soon.," , ᐱᐅᓯᕙᓪᓕᐊᓵᓕᓛᖅᐳᑎᑦ."
I hope you get well soon.," , ᖃᓄᐃᒍᓐᓃᖅᓵᓕᓛᖅᐳᑎᑦ."
I hope you got what you needed.," , ᐱᔭᒃᓴᕆᒐᓗᐊᖅᐸᑎᑦ , ᐱᔭᕆᐊᖃᖅᑕᑎᑦ."
I hope you had a great time in Australia.," , ᐊᓕᐊᓇᐃᒍᓱᑦᑎᐊᓚᐅᖅᐳᑎᑦ , ᐋᔅᑐᕋᐃᓕᐊᒥᑦ."
I hope you have a good time in Australia.," , ᖁᕕᐊᓱᖁᓇᕋᓗᐊᖅᐳᖅ , ᐋᔅᑐᕋᐃᓕᐊᒥ."
I hope you have a good time in Boston.," , ᖁᕕᐊᓱᖁᓇᕋᓗᐊᖅᐳᖅ , ᐹᔅᑕᓐᒥ."
I hope you have a good time in Europe.," , ᖁᕕᐊᓱᖁᓇᕋᓗᐊᖅᐳᖅ , ᑕᕆᐅᑉ , ᐊᑭᐊᓂ."
I hope you have an alibi.," , ᐊᑏᑐᖅ , ᓴᐱᖃᕐᓂᐊᖅᑐᔅᓴᐅᒐᓗᐊᖅᑯᓯ."
I hope you have fun.," , ᖁᕕᐊᓱᖁᕙᒃᓯ."
I hope you like Chinese food.," , ᓴᐃᓃᓯᐅᑉ , ᓂᕿᖓ , ᒪᒪᕆᒐᓗᐊᖅᐸᒋᑦ."
I hope you like being here.," , ᑕᕝᕙᓃᑦᑐᑐᔅᓴᐅᒐᓗᐊᖅᑯᓯ."
I hope you like it.," , ᐱᐅᒋᒐᓗᐊᖅᐸᒋᑦ."
I hope you like trains.," , ᐱᓕᒻᒪᒃᓴᖅᑐᓂᒃ , ᐱᐅᒋᒐᓗᐊᖅᐸᔅᓯ."
I hope you weren't in my room again.," , ᐃᒡᓗᕈᓯᓐᓃᒃᑲᓐᓂᖁᓇᙱᒃᑲᓗᐊᖅᐳᑎᑦ."
I hope you will call again.," , ᐅᖄᓚᒃᑲᓐᓂᖁᕙᒋᑦ."
I hope you will succeed in winning the prize.," , ᓵᓚᒃᓴᖃᑕᐅᓛᖅᐳᑎᑦ , ᓵᓚᒃᓴᖃᑕᐅᓗᑎᑦ."
I hope you won't be too disappointed.," , ᐊᐃᑦᑖᕈᓱᓗᐊᔾᔮᔪᒃᓴᐅᖏᒃᑲᓗᐊᖅᐳᑎᑦ."
I hope you'll answer me soon.," , ᑭᐅᓵᓕᓂᐊᕋᓗᐊᖅᐸᒋᑦ."
I hope you'll be happy forever.," , ᖁᕕᐊᓱᐃᓐᓇᖁᕙᒋᑦ , ᑕᐅᕗᖓᓕᒫᖅ."
I hope you'll come back soon.," , ᐅᑎᖅᓵᓕᓛᖅᐳᑎᑦᑐᖅ."
I hope you'll come back.," , ᐅᑎᓛᖅᑐᔅᓴᐅᒐᓗᐊᖅᑯᓯ."
I hope you'll get better soon.," , ᐱᐅᓯᕙᓪᓕᐊᓂᐊᖅᑐᔅᓴᐅᒐᓗᐊᖅᑯᑎᑦ , ᒫᓐᓇᕈᓗᒃ."
I hope you'll get well soon.," , ᖃᓄᐃᒍᓐᓃᖅᓵᓕᓛᖅᐳᑎᑦ."
I hope you'll give Tom a chance.," , ᐱᕕᖃᑦᑎᓂᐊᖅᐸᒋᑦ , ᑖᒻ."
I hope you'll join me.," , ᐃᓚᐅᓛᖅᑐᔅᓴᐅᒐᓗᐊᖅᑯᓯ."
I hope you'll like it.," , ᐱᐅᒋᓂᐊᖅᐸᔅᓴᐅᒐᓗᐊᖅᑯᓯ."
I hope you'll recover quickly.," , ᒪᒥᑲᐅᖅᑐᕐᓂᐊᖅᐳᑎᑦ."
I hope you'll soon get well.," , ᖃᓄᐃᙱᑦᑎᐊᖅᓵᓕᓛᖅᐳᑎᑦ."
I hope you'll visit us again.," , ᐳᓛᕆᐊᒃᑲᓐᓂᓛᖅᑐᒃᓴᐅᒐᓗᐊᖅᐳᓯ."
I hope you're all sufficiently rested.," , ᑕᖃᐃᖅᓯᑦᑎᐊᖁᓇᕋᓗᐊᖅᐳᓯ."
I hope you're feeling better.," , ᐊᑲᐅᓯᕚᓪᓕᖁᕙᒋᑦ."
I hope you're fine.," , ᖃᓄᐃᖁᓇᖏᒃᑲᓗᐊᖅᐳᑎᑦ."
I hope you're having fun.," , ᖁᕕᐊᓱᖁᓇᕋᓗᐊᖅᐳᑎᑦ."
I hope you're hungry.," , ᑳᒃᑐᔅᓴᐅᒐᓗᐊᖅᐳᑎᑦ."
I hope you're not hurt.," , ᐋᓐᓂᖁᓇᙱᒃᑲᓗᐊᖅᑐᑎᑦ."
I hope you're not offended.," , ᐊᑭᕋᖅᑐᖅᑕᐅᖁᓇᙱᒃᑲᓗᐊᖅᑐᑎᑦ."
I hope you're not planning on doing that today.," , ᑕᒪᓐᓇ , ᐸᕐᓇᓐᖏᑕᔅᓴᕆᒐᓗᐊᖅᐸᕋ , ᐅᓪᓗᒥ."
I hope you're not planning to do that today.," , ᑕᒪᓐᓇ , ᐸᕐᓇᓯᒪᔪᒃᓴᐅᙱᑕᓯ , ᐅᓪᓗᒥ."
I hope you're not talking about me.," , ᐅᕙᓐᓂᒃ , ᐅᖃᐅᓯᖃᖅᑰᖏᓐᓇᕕᑦ."
I hope you're not wasting my time.," , ᐱᕕᒃᓴᖃᑦᑎᐊᑐᔅᓴᐅᖏᒃᑲᓗᐊᕋᕕᑦ."
I hope you're not wasting our time.," , ᐱᕕᒃᓴᖃᑦᑎᐊᖁᓇᙱᒃᑲᓗᐊᖅᐳᓯ."
I hope you're proud of yourselves.," , ᐃᒻᒥᓂᒃ , ᐅᐱᒋᔪᒃᓴᐅᒐᓗᐊᖅᐳᑎᑦ."
I hope you're right.," , ᑕᒻᒪᖏᑦᑎᐊᕋᓗᐊᖅᐳᑎᑦ."
I hope you're safe.," , ᐊᑦᑕᕐᓇᖅᑐᒦᖁᓇᙱᒃᑲᓗᐊᖅᐳᓯ."
I hope you're well rested.," , ᑕᖃᐃᖅᓯᑦᑎᐊᑐᔅᓴᐅᒐᓗᐊᖅᑯᓯ."
I hope your brother is better.," , ᐊᓂᐃᑦ , ᐱᐅᓂᕐᓴᐅᖁᓇᕋᓗᐊᖅᐳᖅ."
I hope your dreams come true.," , ᓯᓐᓇᑦᑑᒪᒋᔭᓯ , ᓱᓕᖁᓇᖅᐳᑦ."
I hope your new boss likes you.," , ᐊᖓᔪᖅᑳᑖᓵᑎᑦ , ᐃᓕᖕᓂᒃ , ᐱᐅᒃᓴᖅᑐᒃᓴᐅᒐᓗᐊᖅᐳᑦ."
I hugged Tom.," , ᑖᒻ , ᐃᕿᓚᐅᕋᒃᑯ."
I hung a picture on the wall.," , ᐊᑭᓐᓇᒥ , ᐊᔾᔨᓕᐅᖅᑕᐅᒐᒪ."
I hung out with Tom yesterday.," , ᐃᑉᐸᔅᓴᖅ , ᑖᒻ , ᐃᑉᐸᔅᓴᖅ."
I hung up and called her back again.," , ᐃᖅᑯᒻᒪᒃᑲᓐᓂᓕᕆᕙᕋ , ᐅᖄᓚᒃᑲᓐᓂᖅᑐᒍᓗ."
I hurried home.," , ᐊᖏᕐᕋᖅ , ᑐᐊᕕᖅᑐᖓ."
I hurt my back.," , ᑐᓄᒐ , ᐋᓐᓂᖅᐸᕋ."
I hurt my elbow.," , ᐃᑯᓯᕋ , ᐋᓐᓂᖅᑕᕋ."
I hurt my knee.," , ᓰᖅᑯᒐ , ᐋᓐᓂᕋᒃᑯ."
I hurt my shoulder.," , ᑐᐃᒐ , ᐋᓐᓂᖅᑕᕋ."
I hurt myself playing rugby.," , ᐋᓐᓂᖅᓯᒪᕗᖓ , ᐱᙳᐊᖅᖢᖓ , ᐊᓗᒡᕕᙳᐊᒥᒃ."
I ignored Tom's advice.," , ᑖᒻ , ᐅᖃᐅᔾᔪᖅᓱᑦᑎᐊᖅᑲᐅᙱᑕᕋ."
I ignored Tom.," , ᑖᒻ , ᓱᖁᑎᒋᙱᓇᒃᑯ."
I imagine he will be late for the meeting.," , ᑭᖑᕙᕐᓂᐊᑐᔅᓴᐅᕗᖅ , ᑲᑎᒪᓐᓇᖅᑎᓐᓄᑦ."
I imagine you must be starving.," , ᐱᕐᓕᖅᑐᒃᓴᐅᕗᑎᑦ."
I imagine you must be very thirsty.," , 30-ᖑᕙᓪᓚᐃᔪᑎᑦ."
I imagined that.," , ᑕᒪᓐᓇ , ᐃᓱᒪᒋᕙᕋ."
I immediately called Tom.," , ᑖᒻᒧᑦ , ᐅᖃᓗᑲᐅᑎᒋᓚᐅᖅᑐᖓ."
I immediately stopped laughing.," , ᐃᒡᓚᑲᑕᒍᓐᓃᑲᐅᑎᒋᓚᐅᖅᑐᖓ."
I improvised.," , ᐄ, , ᑖᓐᓇ , ᖁᕕᐊᒋᑦᑎᐊᓚᐅᖅᑕᕋ."
I informed Tom of my decision.," , ᑐᓴᖅᑎᓚᐅᖅᑕᕋ , ᑖᒻ , ᐋᖅᑭᒃᑕᓐᓂᒃ."
I inhaled deeply.," , ᓂᐅᖅᓯᔪᒻᒪᕆᐅᓚᐅᖅᐳᖓ."
I inherited his estate.," , ᐱᖁᑎᖓ , ᐃᑦᓯᕚᓚᐅᖅᑕᕋ."
I injured myself.," , ᐃᒻᒥᓂᒃ , ᐋᓐᓂᓚᐅᖅᑐᖓ."
I inquired about the book in many stores.," , ᖃᐅᔨᒋᐊᓚᐅᕋᒪ , ᐅᖃᓕᒫᒐᕐᓂᑦ , ᐊᒥᓱᓂᑦ , ᓂᐅᕕᕐᕕᓐᓂᑦ."
I insist on that.," , ᑕᒪᓐᓇ , ᐊᑭᕋᖅᑐᖅᐸᕋ."
I insist upon that.," , ᑕᒪᓐᓇ , ᐊᑭᕋᖅᑐᖅᐸᕋ."
I insisted that we change our original plan.," , ᐅᖃᓚᐅᖅᓯᒪᕗᖓ , ᐊᓯᔾᔩᖁᔨᓪᓗᖓ , ᐸᕐᓇᐅᑎᒋᒋᐊᕐᖓᓚᐅᖅᑕᑎᓐᓂᑦ."
I intend on fighting till the end.," , ᐅᓇᑕᕋᓱᐊᕐᓂᐊᖅᑐᖓ , ᐃᓱᓕᒐᓱᐊᕐᓂᖓᓂ."
I intend to become a lawyer.," , ᒪᓕᒐᓕᕆᔨᕈᕈᒪᓂᐊᖅᑐᖓ."
I intend to carry this project through to completion.," , ᑖᓐᓇ , ᑲᔪᓯᑎᑦᑐᒪᔭᕋ , ᐱᐊᓂᒐᓱᐊᕐᓗᒍ."
I intend to change jobs.," , ᐊᓯᔾᔩᔪᒪᓂᐊᖅᑐᖓ , ᐃᖅᑲᓇᐃᔮᓂᒃ."
I intend to clean my room.," , ᐃᒡᓗᕈᓯᕋ , ᓴᓗᒻᒪᖅᓴᕐᓂᐊᖅᑕᕋ."
I intend to do that forever.," , ᑕᐃᒪᐃᖏᓐᓇᕈᒪᓂᐊᖅᑐᖓ , ᑕᐅᕗᖓᓕᒫᖅ."
I intend to give this to you.," , ᑕᒪᓐᓇ , ᐃᓕᓐᓄᑦ , ᑐᓂᓂᐊᖅᑕᕋ."
I intend to go to the barbershop.," , ᐃᒥᕋᓚᕝᕕᓕᐊᕈᒪᓂᐊᖅᑐᖓ."
I intend to stay there for a week.," , ᑕᐃᑲᓃᓐᓂᐊᖅᑐᖓ , ᐱᓇᓱᐊᕈᓯᓕᒫᒥᒃ."
I intend to tell the truth.," , ᓱᓕᔪᒥᑦ , ᐅᖃᕈᒪᕗᖓ."
I intend to try.," , ᐆᑦᑐᕋᓱᐊᕐᓂᐊᖅᑐᖓ."
"I intended to go, but forgot to."," , ᑲᔪᓯᔪᒪᓚᐅᕋᓗᐊᕋᒪ, , ᑭᓯᐊᓂ , ᐳᐃᒍᕐᓂᕋᒪ."
"I intended to hand the paper to him, but I forgot to."," , ᐸᐃᑉᐹᖅ , ᑐᓂᓂᐊᖅᑲᐅᔭᕋ, , ᑭᓯᐊᓂ , ᐳᐃᒍᕐᓂᕋᒪ."
I intended to have changed my schedule.," , ᐊᓯᔾᔨᕈᒪᖅᑲᐅᔭᕋ , ᐅᓪᓗᖁᑎᒐ."
I interpreted his remark as a threat.," , ᑐᑭᓯᖅᑲᐅᒐᒃᑯ , ᐅᖃᐅᓯᕆᔭᖓ , ᑲᑉᐱᐊᓵᕆᓪᓗᓂ."
I interpreted his silence as consent.," , ᑐᑭᓯᑲᐃᓐᓇᕋᒃᑯ , ᓂᐸᐃᓐᓂᖓ , ᐊᖏᕐᓂᕋᖅᑐᖓ."
I introduced Mary to my parents.," , ᒥᐊᓕ , ᐅᖃᐅᓯᕆᓚᐅᖅᐸᕋ , ᐊᖓᔪᖅᑳᓐᓄᑦ."
I introduced Tom to Mary.," , ᑖᒻ , ᖃᐅᔨᑎᓚᐅᖅᑕᕋ , ᒥᐊᓕᒧᑦ."
I introduced myself to Tom.," , ᑭᓇᐅᒻᒪᖔᕐᒪ , ᓇᓗᓇᐃᓚᐅᖅᑐᖓ , ᑖᒻᒧᑦ."
I introduced myself to everyone in the room.," , ᐅᕙᓐᓂᒃ , ᓇᓗᓇᐃᓚᐅᖅᑐᖓ , ᐅᕙᓐᓂᓕᒫᖅ , ᐃᒡᓗᕈᓯᕐᒦᑦᑐᓕᒫᓄᑦ."
I invited Tom over.," , ᖃᐃᖅᑯᕙᕋ , ᑖᒻ."
I invited Tom to Boston.," , ᖃᐃᖁᓚᐅᖅᑕᕋ , ᑖᒻ , ᐹᔅᑕᓐᒧᑦ."
I invited Tom to go to a movie with me.," , ᖃᐃᖁᓚᐅᖅᑕᕋ , ᑖᒻ , ᑕᕐᕆᔭᕆᐊᖃᑎᒋᔪᒪᓪᓗᒍ."
I invited Tom to my party.," , ᑖᒻ , ᖃᐃᖁᓚᐅᖅᑕᕋ."
I invited all my friends.," , ᖃᐃᖅᑯᔭᐃᓐᓇᕆᕙᒃᑲ , ᐱᖃᓐᓇᕆᔭᒃᑲ."
I invited my friends to dinner.," , ᐱᖃᓐᓇᕆᔭᒃᑲ , ᓂᕆᖃᑎᒋᓚᐅᖅᐸᒃᑲ."
I invited my neighbor to breakfast.," , ᓴᓂᓪᓕᕋ , ᐅᓪᓛᕈᕐᒥᑕᖃᑎᒋᓚᐅᖅᐸᕋ."
I invited them to the party.," , ᖃᐃᖅᑯᓯᒪᕙᒃᑲ , ᑖᒃᑯᓄᖓ."
I ironed my handkerchiefs.," , ᐊᐅᒃᓯᐅᑎᓕᓚᐅᖅᑕᕋ , ᐊᒡᒐᒃᑲ."
